f_n,w,d,N,pi_s,div
644,11,13,40000,1.8,0.08489287075531703
644,12,13,40000,1.8,0.11209096233264525
644,13,13,40000,1.8,0.2855084177739046
644,14,13,40000,1.8,0.6352938284610171
644,15,13,40000,1.8,0.7373844039559597
645,0,13,40000,1.8,0.040698700733128146
645,1,13,40000,1.8,0.03997022688892069
645,2,13,40000,1.8,0.040619129049677925
645,3,13,40000,1.8,0.040696741137897736
645,4,13,40000,1.8,0.040702412837479086
645,5,13,40000,1.8,0.04069363704704713
645,6,13,40000,1.8,0.04070229108009651
645,7,13,40000,1.8,0.04068773727941379
645,8,13,40000,1.8,0.040692290339020484
645,9,13,40000,1.8,0.04069953001519508
645,10,13,40000,1.8,0.04070242721234506
645,11,13,40000,1.8,0.040276997361936094
645,12,13,40000,1.8,0.07232887965058749
645,13,13,40000,1.8,0.2556623942774619
645,14,13,40000,1.8,0.5897053714820756
645,15,13,40000,1.8,0.7043068664831235
646,0,13,40000,1.8,0.15867835206898792
646,1,13,40000,1.8,0.1585653229276134
646,2,13,40000,1.8,0.15867011993491534
646,3,13,40000,1.8,0.15867714079260006
646,4,13,40000,1.8,0.1586760130861946
646,5,13,40000,1.8,0.15867609655213863
646,6,13,40000,1.8,0.1586762133914151
646,7,13,40000,1.8,0.1586772228416091
646,8,13,40000,1.8,0.15867610110223784
646,9,13,40000,1.8,0.15867727610660817
646,10,13,40000,1.8,0.1586772360871125
646,11,13,40000,1.8,0.15807983465850375
646,12,13,40000,1.8,0.15873647870975047
646,13,13,40000,1.8,0.24260976111904045
646,14,13,40000,1.8,0.5792246458283362
646,15,13,40000,1.8,0.695963884320204
647,0,13,40000,1.8,0.1587463077458964
647,1,13,40000,1.8,0.1587147424454748
647,2,13,40000,1.8,0.15871293524718033
647,3,13,40000,1.8,0.15874638239702415
647,4,13,40000,1.8,0.1587425973946368
647,5,13,40000,1.8,0.15874283606587325
647,6,13,40000,1.8,0.15874709849565463
647,7,13,40000,1.8,0.1587424358151903
647,8,13,40000,1.8,0.15874680026482776
647,9,13,40000,1.8,0.15874682444512517
647,10,13,40000,1.8,0.15874688791621958
647,11,13,40000,1.8,0.1580995124894672
647,12,13,40000,1.8,0.1587120228119072
647,13,13,40000,1.8,0.24282138941943576
647,14,13,40000,1.8,0.5793539000214705
647,15,13,40000,1.8,0.695963884320204
648,0,13,40000,1.8,0.15831412182824195
648,1,13,40000,1.8,0.1580750319180107
648,2,13,40000,1.8,0.15830646714615945
648,3,13,40000,1.8,0.1583149656289214
648,4,13,40000,1.8,0.15831357418002928
648,5,13,40000,1.8,0.15831444768689662
648,6,13,40000,1.8,0.15831435905180374
648,7,13,40000,1.8,0.15831440025710974
648,8,13,40000,1.8,0.1583143165107819
648,9,13,40000,1.8,0.15831453467446052
648,10,13,40000,1.8,0.1583145493106464
648,11,13,40000,1.8,0.1578400291349898
648,12,13,40000,1.8,0.1588582089120097
648,13,13,40000,1.8,0.2428120516532277
648,14,13,40000,1.8,0.5793370828887281
648,15,13,40000,1.8,0.695963884320204
649,0,13,40000,1.8,0.0394733708357379
649,1,13,40000,1.8,0.03886228330579432
649,2,13,40000,1.8,0.039418339403819155
649,3,13,40000,1.8,0.0394534649580115
649,4,13,40000,1.8,0.03945432078485503
649,5,13,40000,1.8,0.03944750551849831
649,6,13,40000,1.8,0.03945558009139392
649,7,13,40000,1.8,0.03945569724673802
649,8,13,40000,1.8,0.0394543923004289
649,9,13,40000,1.8,0.03945087124523938
649,10,13,40000,1.8,0.03946218032080989
649,11,13,40000,1.8,0.04140268243350132
649,12,13,40000,1.8,0.0690108645638751
649,13,13,40000,1.8,0.2628594521675854
649,14,13,40000,1.8,0.5992881450596675
649,15,13,40000,1.8,0.7112534151657322
650,0,13,40000,1.8,0.04350002087684168
650,1,13,40000,1.8,0.042683846396777546
650,2,13,40000,1.8,0.04340541489029814
650,3,13,40000,1.8,0.04350038066061196
650,4,13,40000,1.8,0.0435123975267209
650,5,13,40000,1.8,0.04350351342408508
650,6,13,40000,1.8,0.043514361229138765
650,7,13,40000,1.8,0.043507242675207024
650,8,13,40000,1.8,0.043513555662293465
650,9,13,40000,1.8,0.04349656810558871
650,10,13,40000,1.8,0.043506403717820795
650,11,13,40000,1.8,0.04311465099996314
650,12,13,40000,1.8,0.0725334678420005
650,13,13,40000,1.8,0.26231892990585753
650,14,13,40000,1.8,0.595239135261344
650,15,13,40000,1.8,0.7084352248037297
651,0,13,60000,1.0,0.0278267300482247
651,1,13,60000,1.0,0.028178986005985965
651,2,13,60000,1.0,0.027818198280644434
651,3,13,60000,1.0,0.027822386073235714
651,4,13,60000,1.0,0.027821163463018352
651,5,13,60000,1.0,0.027816257126971118
651,6,13,60000,1.0,0.02781877218065182
651,7,13,60000,1.0,0.027815907811335173
651,8,13,60000,1.0,0.027821485358677307
651,9,13,60000,1.0,0.02782084726694051
651,10,13,60000,1.0,0.027824313448306624
651,11,13,60000,1.0,0.03465951762192284
651,12,13,60000,1.0,0.0821218797229892
651,13,13,60000,1.0,0.15162350276513795
651,14,13,60000,1.0,0.5451847267408969
651,15,13,60000,1.0,0.7834436047109985
652,0,13,60000,1.0,0.025564358255441563
652,1,13,60000,1.0,0.024780025137312627
652,2,13,60000,1.0,0.025447155778061867
652,3,13,60000,1.0,0.025538640760927926
652,4,13,60000,1.0,0.025519974637371216
652,5,13,60000,1.0,0.025544874164438007
652,6,13,60000,1.0,0.02553331556152913
652,7,13,60000,1.0,0.02553312730119289
652,8,13,60000,1.0,0.02553302037327913
652,9,13,60000,1.0,0.02553297629251446
652,10,13,60000,1.0,0.02553361869091989
652,11,13,60000,1.0,0.027835425551189664
652,12,13,60000,1.0,0.0676051331621711
652,13,13,60000,1.0,0.19040777922041185
652,14,13,60000,1.0,0.5804799085971951
652,15,13,60000,1.0,0.7965503091625081
653,0,13,60000,1.0,0.03669353762132972
653,1,13,60000,1.0,0.0363317305233948
653,2,13,60000,1.0,0.0366398267472948
653,3,13,60000,1.0,0.03670167530658356
653,4,13,60000,1.0,0.0366781703772603
653,5,13,60000,1.0,0.036690369085681296
653,6,13,60000,1.0,0.036698682809102115
653,7,13,60000,1.0,0.03670368228873424
653,8,13,60000,1.0,0.036691531230793474
653,9,13,60000,1.0,0.03671507915710386
653,10,13,60000,1.0,0.036695919472076906
653,11,13,60000,1.0,0.039208227425058396
653,12,13,60000,1.0,0.07121029119308207
653,13,13,60000,1.0,0.19237842379911538
653,14,13,60000,1.0,0.5942578626362602
653,15,13,60000,1.0,0.8020776082061288
654,0,13,60000,1.0,0.029631541907563733
654,1,13,60000,1.0,0.030048894849298825
654,2,13,60000,1.0,0.029658647204601186
654,3,13,60000,1.0,0.029638331651467738
654,4,13,60000,1.0,0.02963843517284075
654,5,13,60000,1.0,0.029638147816580813
654,6,13,60000,1.0,0.029638398240733683
654,7,13,60000,1.0,0.029639181150546992
654,8,13,60000,1.0,0.029639167823210133
654,9,13,60000,1.0,0.029638994283694625
654,10,13,60000,1.0,0.02963960744054644
654,11,13,60000,1.0,0.0359193540026816
654,12,13,60000,1.0,0.08400186099955398
654,13,13,60000,1.0,0.15139622308041173
654,14,13,60000,1.0,0.5450719516503052
654,15,13,60000,1.0,0.7834436047109985
655,0,13,60000,1.0,0.029640907222110987
655,1,13,60000,1.0,0.02942477448752269
655,2,13,60000,1.0,0.02961309677448187
655,3,13,60000,1.0,0.029634270176452458
655,4,13,60000,1.0,0.02962957635220008
655,5,13,60000,1.0,0.02963924511713581
655,6,13,60000,1.0,0.02963985508585783
655,7,13,60000,1.0,0.029634211905465814
655,8,13,60000,1.0,0.02963861205467861
655,9,13,60000,1.0,0.029635624927412764
655,10,13,60000,1.0,0.029639748960413673
655,11,13,60000,1.0,0.03303026450885562
655,12,13,60000,1.0,0.0786274564440519
655,13,13,60000,1.0,0.15751246696179372
655,14,13,60000,1.0,0.5544006416916317
655,15,13,60000,1.0,0.7876718604515734
656,0,13,60000,1.0,0.028256517521531823
656,1,13,60000,1.0,0.027519666340905004
656,2,13,60000,1.0,0.02816928630327607
656,3,13,60000,1.0,0.028247247143385456
656,4,13,60000,1.0,0.028230989797264645
656,5,13,60000,1.0,0.028244753253049336
656,6,13,60000,1.0,0.028247873842207727
656,7,13,60000,1.0,0.028239289208663462
656,8,13,60000,1.0,0.02824317399907993
656,9,13,60000,1.0,0.02824623914608964
656,10,13,60000,1.0,0.028227363290275705
656,11,13,60000,1.0,0.02874020859960985
656,12,13,60000,1.0,0.065346700355906
656,13,13,60000,1.0,0.17407471893588722
656,14,13,60000,1.0,0.5737125741696036
656,15,13,60000,1.0,0.7947031660782506
657,0,13,60000,1.0,0.02886919887537887
657,1,13,60000,1.0,0.028484242564540373
657,2,13,60000,1.0,0.02879260145081275
657,3,13,60000,1.0,0.028877154847419734
657,4,13,60000,1.0,0.028865552194634533
657,5,13,60000,1.0,0.02888588084296277
657,6,13,60000,1.0,0.028889287105502946
657,7,13,60000,1.0,0.02888875923162696
657,8,13,60000,1.0,0.02887694891864651
657,9,13,60000,1.0,0.028885347404510358
657,10,13,60000,1.0,0.028894156287893765
657,11,13,60000,1.0,0.033043455360943504
657,12,13,60000,1.0,0.08281965261021206
657,13,13,60000,1.0,0.17851579004873605
657,14,13,60000,1.0,0.5694080588831073
657,15,13,60000,1.0,0.791192597849331
658,0,13,60000,1.0,0.028326449157876618
658,1,13,60000,1.0,0.028163643236215143
658,2,13,60000,1.0,0.02829385080194788
658,3,13,60000,1.0,0.028307657747385175
658,4,13,60000,1.0,0.028299791863259132
658,5,13,60000,1.0,0.02829915384234125
658,6,13,60000,1.0,0.02830021601422282
658,7,13,60000,1.0,0.028315505967765074
658,8,13,60000,1.0,0.028299972575003298
658,9,13,60000,1.0,0.028301791723734575
658,10,13,60000,1.0,0.028292930360607555
658,11,13,60000,1.0,0.03101193259574326
658,12,13,60000,1.0,0.056288615371754634
658,13,13,60000,1.0,0.18359839049675566
658,14,13,60000,1.0,0.567227071284157
658,15,13,60000,1.0,0.792788830820987
659,0,13,60000,1.0,0.029305705482713273
659,1,13,60000,1.0,0.029014785403027463
659,2,13,60000,1.0,0.02927560105864537
659,3,13,60000,1.0,0.029326599448469978
659,4,13,60000,1.0,0.029318372132210075
659,5,13,60000,1.0,0.029319689001975995
659,6,13,60000,1.0,0.029320106285878524
659,7,13,60000,1.0,0.029315523745526463
659,8,13,60000,1.0,0.029317891714878058
659,9,13,60000,1.0,0.029323065682683034
659,10,13,60000,1.0,0.02932339656450121
659,11,13,60000,1.0,0.031125060534463348
659,12,13,60000,1.0,0.062092973138063175
659,13,13,60000,1.0,0.1666164075725748
659,14,13,60000,1.0,0.5570780760975248
659,15,13,60000,1.0,0.7893214221355943
660,0,13,60000,1.0,0.02864536745475077
660,1,13,60000,1.0,0.028555674127309163
660,2,13,60000,1.0,0.02865025920247133
660,3,13,60000,1.0,0.02861922309594878
660,4,13,60000,1.0,0.028615488143177648
660,5,13,60000,1.0,0.02862477600714872
660,6,13,60000,1.0,0.028623403887451885
660,7,13,60000,1.0,0.028618787504409455
660,8,13,60000,1.0,0.028605291463650775
660,9,13,60000,1.0,0.028643787077008796
660,10,13,60000,1.0,0.028621349251074114
660,11,13,60000,1.0,0.03314574875015769
660,12,13,60000,1.0,0.0797682492327354
660,13,13,60000,1.0,0.17739656193884856
660,14,13,60000,1.0,0.5633182733452143
660,15,13,60000,1.0,0.7890937911847101
661,0,13,60000,1.2,0.033462082859957
661,1,13,60000,1.2,0.03334847602835353
661,2,13,60000,1.2,0.033403850022282945
661,3,13,60000,1.2,0.033438925683084285
661,4,13,60000,1.2,0.03345614337822408
661,5,13,60000,1.2,0.03345692717711709
661,6,13,60000,1.2,0.03346112610921832
661,7,13,60000,1.2,0.0334579880272775
661,8,13,60000,1.2,0.03345548826468791
661,9,13,60000,1.2,0.033453368238596064
661,10,13,60000,1.2,0.03344313709222132
661,11,13,60000,1.2,0.03553897744770422
661,12,13,60000,1.2,0.06573699461594873
661,13,13,60000,1.2,0.18204758348320355
661,14,13,60000,1.2,0.5329053220709465
661,15,13,60000,1.2,0.7679599160805199
662,0,13,60000,1.2,0.035004947231571285
662,1,13,60000,1.2,0.0351047707861728
662,2,13,60000,1.2,0.035007657779343074
662,3,13,60000,1.2,0.035013327482981346
662,4,13,60000,1.2,0.035007217552593346
662,5,13,60000,1.2,0.035013362821421985
662,6,13,60000,1.2,0.03501500434379551
662,7,13,60000,1.2,0.03500876796522561
662,8,13,60000,1.2,0.035011473575045214
662,9,13,60000,1.2,0.03501604789746487
662,10,13,60000,1.2,0.03501451790090949
662,11,13,60000,1.2,0.038500247748497946
662,12,13,60000,1.2,0.0666471404964282
662,13,13,60000,1.2,0.17866639909305657
662,14,13,60000,1.2,0.527160043531621
662,15,13,60000,1.2,0.7654811210891981
663,0,13,60000,1.2,0.03506634927119513
663,1,13,60000,1.2,0.03485751770153931
663,2,13,60000,1.2,0.03507644897575161
663,3,13,60000,1.2,0.035060515825398625
663,4,13,60000,1.2,0.03506063913880055
663,5,13,60000,1.2,0.035066195438567975
663,6,13,60000,1.2,0.03505578348034136
663,7,13,60000,1.2,0.03506005393341162
663,8,13,60000,1.2,0.03506564683572827
663,9,13,60000,1.2,0.035065760151273793
663,10,13,60000,1.2,0.03506155664964588
663,11,13,60000,1.2,0.03672363011489613
663,12,13,60000,1.2,0.06412811749886528
663,13,13,60000,1.2,0.17381831284348304
663,14,13,60000,1.2,0.5247592819310581
663,15,13,60000,1.2,0.7648931599061057
664,0,13,60000,1.2,0.038243155385583046
664,1,13,60000,1.2,0.038138213925896246
664,2,13,60000,1.2,0.038230960772950975
664,3,13,60000,1.2,0.03823732661278416
664,4,13,60000,1.2,0.03821277337739382
664,5,13,60000,1.2,0.038230188670150246
664,6,13,60000,1.2,0.03821664780099652
664,7,13,60000,1.2,0.03821300135667427
664,8,13,60000,1.2,0.03821181022766535
664,9,13,60000,1.2,0.03822258382883467
664,10,13,60000,1.2,0.03823701797814998
664,11,13,60000,1.2,0.04035880629163062
664,12,13,60000,1.2,0.0679798452874854
664,13,13,60000,1.2,0.18197948338487913
664,14,13,60000,1.2,0.5328183500071514
664,15,13,60000,1.2,0.768719008147316
665,0,13,60000,1.2,0.03180353563839675
665,1,13,60000,1.2,0.032003476149211896
665,2,13,60000,1.2,0.03181980869436125
665,3,13,60000,1.2,0.03181929310965987
665,4,13,60000,1.2,0.03180179863401492
665,5,13,60000,1.2,0.03181712482670163
665,6,13,60000,1.2,0.03181862078661464
665,7,13,60000,1.2,0.03181944337351044
665,8,13,60000,1.2,0.03181952655144269
665,9,13,60000,1.2,0.031817739811341436
665,10,13,60000,1.2,0.03181971000094505
665,11,13,60000,1.2,0.036840579781964616
665,12,13,60000,1.2,0.06053817787042318
665,13,13,60000,1.2,0.171341749957864
665,14,13,60000,1.2,0.5214621173975529
665,15,13,60000,1.2,0.7628809759747547
666,0,13,60000,1.2,0.039613779778119626
666,1,13,60000,1.2,0.039523173137852356
666,2,13,60000,1.2,0.03960034296491815
666,3,13,60000,1.2,0.03960912604041333
666,4,13,60000,1.2,0.03961165324243286
666,5,13,60000,1.2,0.03960499154156055
666,6,13,60000,1.2,0.03960656007792252
666,7,13,60000,1.2,0.03960388292245527
666,8,13,60000,1.2,0.0396038477739126
666,9,13,60000,1.2,0.039604890965037214
666,10,13,60000,1.2,0.03960873190866312
666,11,13,60000,1.2,0.041961933873716765
666,12,13,60000,1.2,0.0710939425166098
666,13,13,60000,1.2,0.1955584961429173
666,14,13,60000,1.2,0.5534303386237271
666,15,13,60000,1.2,0.7772402933769407
667,0,13,60000,1.2,0.06274988914016742
667,1,13,60000,1.2,0.06274945864537472
667,2,13,60000,1.2,0.06273840032049428
667,3,13,60000,1.2,0.06275157533688691
667,4,13,60000,1.2,0.06275388436525059
667,5,13,60000,1.2,0.06275857280508364
667,6,13,60000,1.2,0.0627500222336829
667,7,13,60000,1.2,0.06275748517913708
667,8,13,60000,1.2,0.0627572166947864
667,9,13,60000,1.2,0.06276818290727681
667,10,13,60000,1.2,0.0627545698900486
667,11,13,60000,1.2,0.0658055560982888
667,12,13,60000,1.2,0.0922773816915521
667,13,13,60000,1.2,0.25071387671395
667,14,13,60000,1.2,0.602015842607993
667,15,13,60000,1.2,0.7935956475697424
668,0,13,60000,1.2,0.03469511077151061
668,1,13,60000,1.2,0.034602188279088404
668,2,13,60000,1.2,0.034676668617293745
668,3,13,60000,1.2,0.034689296466888626
668,4,13,60000,1.2,0.034680845331787995
668,5,13,60000,1.2,0.034695806711101694
668,6,13,60000,1.2,0.03468830214472623
668,7,13,60000,1.2,0.034690898812248794
668,8,13,60000,1.2,0.03469547742804979
668,9,13,60000,1.2,0.03469197279064995
668,10,13,60000,1.2,0.03469354872116087
668,11,13,60000,1.2,0.037325729161445165
668,12,13,60000,1.2,0.06480108739294006
668,13,13,60000,1.2,0.17440665236246972
668,14,13,60000,1.2,0.5249148529155272
668,15,13,60000,1.2,0.7648650008523041
669,0,13,60000,1.2,0.03607820423205482
669,1,13,60000,1.2,0.03588572246182346
669,2,13,60000,1.2,0.036051177045124845
669,3,13,60000,1.2,0.03601631760171353
669,4,13,60000,1.2,0.03605614942261365
669,5,13,60000,1.2,0.03606721817672694
669,6,13,60000,1.2,0.036052810434758144
669,7,13,60000,1.2,0.03607117872677727
669,8,13,60000,1.2,0.03602679811376739
669,9,13,60000,1.2,0.03605290063649614
669,10,13,60000,1.2,0.03601674236286326
669,11,13,60000,1.2,0.037830573057116144
669,12,13,60000,1.2,0.06559427831120604
669,13,13,60000,1.2,0.1866141557821694
669,14,13,60000,1.2,0.5384432967166783
669,15,13,60000,1.2,0.7709477237890896
670,0,13,60000,1.2,0.03674292566675198
670,1,13,60000,1.2,0.03691903491815038
670,2,13,60000,1.2,0.03675327300598194
670,3,13,60000,1.2,0.03674897537140658
670,4,13,60000,1.2,0.036739639336533965
670,5,13,60000,1.2,0.036739850757925914
670,6,13,60000,1.2,0.03673936622807182
670,7,13,60000,1.2,0.03673955453211467
670,8,13,60000,1.2,0.03674000566309737
670,9,13,60000,1.2,0.03673941315300846
670,10,13,60000,1.2,0.03674005205934055
670,11,13,60000,1.2,0.040226605474618815
670,12,13,60000,1.2,0.060770513579218595
670,13,13,60000,1.2,0.1688292166434262
670,14,13,60000,1.2,0.5199395902242777
670,15,13,60000,1.2,0.7628809759747547
671,0,13,60000,1.4,0.049833524939047996
671,1,13,60000,1.4,0.04968715481587357
671,2,13,60000,1.4,0.04980919663000053
671,3,13,60000,1.4,0.04983324684739199
671,4,13,60000,1.4,0.049833999688474725
671,5,13,60000,1.4,0.04983483194248658
671,6,13,60000,1.4,0.0498315329712573
671,7,13,60000,1.4,0.049830024089413665
671,8,13,60000,1.4,0.049836061269535624
671,9,13,60000,1.4,0.04982967384844158
671,10,13,60000,1.4,0.0498322992581868
671,11,13,60000,1.4,0.05121300789615202
671,12,13,60000,1.4,0.06865197478908876
671,13,13,60000,1.4,0.21352587555929248
671,14,13,60000,1.4,0.5304245097250434
671,15,13,60000,1.4,0.7564748833967865
672,0,13,60000,1.4,0.03999869919714972
672,1,13,60000,1.4,0.040141226308900615
672,2,13,60000,1.4,0.040007111770824305
672,3,13,60000,1.4,0.039993917083261124
672,4,13,60000,1.4,0.03999461775289355
672,5,13,60000,1.4,0.03999575372437535
672,6,13,60000,1.4,0.03999459423586763
672,7,13,60000,1.4,0.03999389201243091
672,8,13,60000,1.4,0.03999281090097778
672,9,13,60000,1.4,0.03999225586515282
672,10,13,60000,1.4,0.03999256136375821
672,11,13,60000,1.4,0.04297784617282502
672,12,13,60000,1.4,0.06088133299952221
672,13,13,60000,1.4,0.18858284573285106
672,14,13,60000,1.4,0.5015653952054766
672,15,13,60000,1.4,0.7408208441430202
673,0,13,60000,1.4,0.07404566859496257
673,1,13,60000,1.4,0.07408510153157354
673,2,13,60000,1.4,0.07402911791800208
673,3,13,60000,1.4,0.07406348712702983
673,4,13,60000,1.4,0.07406368422423366
673,5,13,60000,1.4,0.07405810579658792
673,6,13,60000,1.4,0.07405956324744727
673,7,13,60000,1.4,0.0740576591759453
673,8,13,60000,1.4,0.07406600801740548
673,9,13,60000,1.4,0.07406056492068655
673,10,13,60000,1.4,0.07405779209419211
673,11,13,60000,1.4,0.07605371463578484
673,12,13,60000,1.4,0.09593318838195528
673,13,13,60000,1.4,0.22576328906033502
673,14,13,60000,1.4,0.5800970841274808
673,15,13,60000,1.4,0.7802333782350902
674,0,13,60000,1.4,0.04281926428767497
674,1,13,60000,1.4,0.042696723653748624
674,2,13,60000,1.4,0.0427990583055231
674,3,13,60000,1.4,0.04281460754452091
674,4,13,60000,1.4,0.042811097836044545
674,5,13,60000,1.4,0.042801506608637095
674,6,13,60000,1.4,0.04281131083892817
674,7,13,60000,1.4,0.04281428552473816
674,8,13,60000,1.4,0.04281556235884944
674,9,13,60000,1.4,0.04280994553298405
674,10,13,60000,1.4,0.04281575861075323
674,11,13,60000,1.4,0.044649162602492215
674,12,13,60000,1.4,0.06497524404188093
674,13,13,60000,1.4,0.20700679509343967
674,14,13,60000,1.4,0.5281982657167065
674,15,13,60000,1.4,0.7553567037033817
675,0,13,60000,1.4,0.033758890767667825
675,1,13,60000,1.4,0.03361618427069545
675,2,13,60000,1.4,0.03375235942620734
675,3,13,60000,1.4,0.03376294056370654
675,4,13,60000,1.4,0.03377228109284631
675,5,13,60000,1.4,0.033773147377752076
675,6,13,60000,1.4,0.03376352760571099
675,7,13,60000,1.4,0.03376985581306169
675,8,13,60000,1.4,0.033770819496680905
675,9,13,60000,1.4,0.03376969080825302
675,10,13,60000,1.4,0.03377325241813272
675,11,13,60000,1.4,0.03569788106601237
675,12,13,60000,1.4,0.06030930863646679
675,13,13,60000,1.4,0.20078127091117015
675,14,13,60000,1.4,0.5173036620882064
675,15,13,60000,1.4,0.749359097516597
676,0,13,60000,1.4,0.046114062095737436
676,1,13,60000,1.4,0.04601931380768354
676,2,13,60000,1.4,0.0461017387018003
676,3,13,60000,1.4,0.046097389030047606
676,4,13,60000,1.4,0.046101935181005235
676,5,13,60000,1.4,0.04610095341477786
676,6,13,60000,1.4,0.046098336756100165
676,7,13,60000,1.4,0.04609674447770224
676,8,13,60000,1.4,0.04610008389843196
676,9,13,60000,1.4,0.046100741669821046
676,10,13,60000,1.4,0.04610107270594351
676,11,13,60000,1.4,0.04757040531860407
676,12,13,60000,1.4,0.06583380168835354
676,13,13,60000,1.4,0.2034111955226244
676,14,13,60000,1.4,0.5197519949163097
676,15,13,60000,1.4,0.7478758618160232
677,0,13,60000,1.4,0.049897410302294165
677,1,13,60000,1.4,0.049531717946965474
677,2,13,60000,1.4,0.04984888196582988
677,3,13,60000,1.4,0.049894510077483654
677,4,13,60000,1.4,0.04988790710780383
677,5,13,60000,1.4,0.04989244811980431
677,6,13,60000,1.4,0.04988987518604599
677,7,13,60000,1.4,0.049899059487859145
677,8,13,60000,1.4,0.04989683100006749
677,9,13,60000,1.4,0.049891079055578005
677,10,13,60000,1.4,0.04989602913335576
677,11,13,60000,1.4,0.05112021257680445
677,12,13,60000,1.4,0.07308707928317039
677,13,13,60000,1.4,0.21491378426943775
677,14,13,60000,1.4,0.5452736956847795
677,15,13,60000,1.4,0.7660555133245401
678,0,13,60000,1.4,0.03207713460522572
678,1,13,60000,1.4,0.032194015258544505
678,2,13,60000,1.4,0.032088881974335584
678,3,13,60000,1.4,0.03209240327029277
678,4,13,60000,1.4,0.03208251262856658
678,5,13,60000,1.4,0.032079960211617346
678,6,13,60000,1.4,0.03208283579738498
678,7,13,60000,1.4,0.032081292740779824
678,8,13,60000,1.4,0.032078976460369696
678,9,13,60000,1.4,0.03208080206174971
678,10,13,60000,1.4,0.03208015152408239
678,11,13,60000,1.4,0.03664790682650457
678,12,13,60000,1.4,0.05937729137592537
678,13,13,60000,1.4,0.1897188109979821
678,14,13,60000,1.4,0.50236849232077
678,15,13,60000,1.4,0.7408208441430202
679,0,13,60000,1.4,0.05107006977767147
679,1,13,60000,1.4,0.05078532724518645
679,2,13,60000,1.4,0.051030420516572486
679,3,13,60000,1.4,0.05107833520731895
679,4,13,60000,1.4,0.05108812571998923
679,5,13,60000,1.4,0.051061397853367836
679,6,13,60000,1.4,0.05105477552966332
679,7,13,60000,1.4,0.05106837158005583
679,8,13,60000,1.4,0.05108402664507001
679,9,13,60000,1.4,0.05108666395755568
679,10,13,60000,1.4,0.05108623920192164
679,11,13,60000,1.4,0.0517745329332638
679,12,13,60000,1.4,0.0753019124714568
679,13,13,60000,1.4,0.20843706402438356
679,14,13,60000,1.4,0.559702449228352
679,15,13,60000,1.4,0.7726854206995066
680,0,13,60000,1.4,0.036223492430309076
680,1,13,60000,1.4,0.03641786042882809
680,2,13,60000,1.4,0.03623893720629303
680,3,13,60000,1.4,0.036210057127106295
680,4,13,60000,1.4,0.036210293422795456
680,5,13,60000,1.4,0.03620882800018917
680,6,13,60000,1.4,0.03621300052587362
680,7,13,60000,1.4,0.036207525248952356
680,8,13,60000,1.4,0.03620821084541234
680,9,13,60000,1.4,0.03620865498957921
680,10,13,60000,1.4,0.03620663351151811
680,11,13,60000,1.4,0.04032966604053721
680,12,13,60000,1.4,0.06102751156165677
680,13,13,60000,1.4,0.18965452320549786
680,14,13,60000,1.4,0.5023230962030164
680,15,13,60000,1.4,0.7408208441430202
681,0,13,60000,1.6,0.05825751791418284
681,1,13,60000,1.6,0.05803715795688914
681,2,13,60000,1.6,0.05822136558565859
681,3,13,60000,1.6,0.05826255626435504
681,4,13,60000,1.6,0.058259830158024245
681,5,13,60000,1.6,0.058257726525033075
681,6,13,60000,1.6,0.058258369575817676
681,7,13,60000,1.6,0.05826340965174917
681,8,13,60000,1.6,0.05826087683034318
681,9,13,60000,1.6,0.05826182737078056
681,10,13,60000,1.6,0.05826330938653487
681,11,13,60000,1.6,0.06144047677657382
681,12,13,60000,1.6,0.09328025084366247
681,13,13,60000,1.6,0.2428789994957722
681,14,13,60000,1.6,0.5248308022728418
681,15,13,60000,1.6,0.7380749769847507
682,0,13,60000,1.6,0.046377678294807274
682,1,13,60000,1.6,0.04613344371347783
682,2,13,60000,1.6,0.04632934504912441
682,3,13,60000,1.6,0.046375675554345866
682,4,13,60000,1.6,0.046353298531405886
682,5,13,60000,1.6,0.046362262260403186
682,6,13,60000,1.6,0.04636231093072462
682,7,13,60000,1.6,0.04635432588120417
682,8,13,60000,1.6,0.04635798386774966
682,9,13,60000,1.6,0.04636596174151918
682,10,13,60000,1.6,0.046359791573903956
682,11,13,60000,1.6,0.051143979577841205
682,12,13,60000,1.6,0.08057325881801818
682,13,13,60000,1.6,0.2553569513813375
682,14,13,60000,1.6,0.564790840721379
682,15,13,60000,1.6,0.758227830773376
683,0,13,60000,1.6,0.05163936721809049
683,1,13,60000,1.6,0.051350951799502845
683,2,13,60000,1.6,0.05157008851524999
683,3,13,60000,1.6,0.05164221200186125
683,4,13,60000,1.6,0.05162459429154351
683,5,13,60000,1.6,0.05163242687563064
683,6,13,60000,1.6,0.05163575476813172
683,7,13,60000,1.6,0.05162713926079909
683,8,13,60000,1.6,0.05163219500830219
683,9,13,60000,1.6,0.051634991158207064
683,10,13,60000,1.6,0.051638328841172455
683,11,13,60000,1.6,0.05430467871809643
683,12,13,60000,1.6,0.08144653893034465
683,13,13,60000,1.6,0.24004865142961865
683,14,13,60000,1.6,0.5616412262228874
683,15,13,60000,1.6,0.7613513082141458
684,0,13,60000,1.6,0.05110444846526885
684,1,13,60000,1.6,0.05090566039795769
684,2,13,60000,1.6,0.051085228777204665
684,3,13,60000,1.6,0.05110246640136786
684,4,13,60000,1.6,0.051103105222371936
684,5,13,60000,1.6,0.051100240992283594
684,6,13,60000,1.6,0.05109923863193191
