f_n,s_n,d,N,pi_s,div,s,c
1097,8,15,60000,1.8,0.05869715513619278,0.008,162
1097,9,15,60000,1.8,0.06350033870875084,0.009,138
1097,10,15,60000,1.8,0.06742733539742364,0.01,129
1098,1,15,60000,1.8,0.16379477332042958,0.001,182
1098,2,15,60000,1.8,0.16378619565273564,0.002,166
1098,3,15,60000,1.8,0.164142971033371,0.003,112
1098,4,15,60000,1.8,0.164142971033371,0.004,112
1098,5,15,60000,1.8,0.16417894939049177,0.005,97
1098,6,15,60000,1.8,0.07060963171656348,0.006,105
1098,7,15,60000,1.8,0.07060963171656348,0.007,105
1098,8,15,60000,1.8,0.07060963171656348,0.008,105
1098,9,15,60000,1.8,0.07060963171656348,0.009,105
1098,10,15,60000,1.8,0.07060963171656348,0.01,105
1099,1,15,60000,1.8,0.21331742233306836,0.001,164
1099,2,15,60000,1.8,0.17805994216157145,0.002,136
1099,3,15,60000,1.8,0.21007457775166627,0.003,110
1099,4,15,60000,1.8,0.20284587837844645,0.004,115
1099,5,15,60000,1.8,0.20101956845725855,0.005,84
1099,6,15,60000,1.8,0.09846189807840296,0.006,233
1099,7,15,60000,1.8,0.10539177363371331,0.007,181
1099,8,15,60000,1.8,0.11941474083869287,0.008,150
1099,9,15,60000,1.8,0.1280197843827696,0.009,129
1099,10,15,60000,1.8,0.1346322227930271,0.01,117
1100,1,15,60000,1.8,0.16434001074363117,0.001,182
1100,2,15,60000,1.8,0.1643404070030467,0.002,178
1100,3,15,60000,1.8,0.16444138782252515,0.003,112
1100,4,15,60000,1.8,0.16444138782252515,0.004,112
1100,5,15,60000,1.8,0.1643978622279419,0.005,111
1100,6,15,60000,1.8,0.0673684606426713,0.006,108
1100,7,15,60000,1.8,0.07072184171514986,0.007,105
1100,8,15,60000,1.8,0.07072184171514986,0.008,105
1100,9,15,60000,1.8,0.07072184171514986,0.009,105
1100,10,15,60000,1.8,0.07072184171514986,0.01,105
1101,1,16,10000,1.0,0.06201488111231055,0.001,144
1101,2,16,10000,1.0,0.0808095713312431,0.002,55
1101,3,16,10000,1.0,0.08398004131472409,0.003,28
1101,4,16,10000,1.0,0.09086060941197596,0.004,19
1101,5,16,10000,1.0,0.09395068917098177,0.005,13
1101,6,16,10000,1.0,0.09395068917098177,0.006,13
1101,7,16,10000,1.0,0.1052105846130686,0.007,8
1101,8,16,10000,1.0,0.1085056855541077,0.008,6
1101,9,16,10000,1.0,0.1085056855541077,0.009,6
1101,10,16,10000,1.0,0.10965291457315483,0.01,3
1102,1,16,10000,1.0,0.05484102124802992,0.001,137
1102,2,16,10000,1.0,0.06924142288831674,0.002,66
1102,3,16,10000,1.0,0.08207598377871317,0.003,30
1102,4,16,10000,1.0,0.08720214128895976,0.004,19
1102,5,16,10000,1.0,0.09250021519746165,0.005,12
1102,6,16,10000,1.0,0.0957304607328455,0.006,9
1102,7,16,10000,1.0,0.10101397569879918,0.007,3
1102,8,16,10000,1.0,0.10101397569879918,0.008,3
1102,9,16,10000,1.0,0.10101397569879918,0.009,3
1102,10,16,10000,1.0,0.10101397569879918,0.01,3
1103,1,16,10000,1.0,0.05844516654387264,0.001,121
1103,2,16,10000,1.0,0.05791282814431717,0.002,115
1103,3,16,10000,1.0,0.08925381196493626,0.003,38
1103,4,16,10000,1.0,0.10544313298274516,0.004,4
1103,5,16,10000,1.0,0.10537297410638549,0.005,0
1103,6,16,10000,1.0,0.10537297410638549,0.006,0
1103,7,16,10000,1.0,0.10537297410638549,0.007,0
1103,8,16,10000,1.0,0.10537297410638549,0.008,0
1103,9,16,10000,1.0,0.10537297410638549,0.009,0
1103,10,16,10000,1.0,0.10537297410638549,0.01,0
1104,1,16,10000,1.0,0.058234052044656065,0.001,105
1104,2,16,10000,1.0,0.06377887808832977,0.002,64
1104,3,16,10000,1.0,0.07349949303920257,0.003,44
1104,4,16,10000,1.0,0.0784212704163098,0.004,30
1104,5,16,10000,1.0,0.0828287576293042,0.005,22
1104,6,16,10000,1.0,0.08472754538863475,0.006,15
1104,7,16,10000,1.0,0.08583214737427113,0.007,13
1104,8,16,10000,1.0,0.08698905717190986,0.008,11
1104,9,16,10000,1.0,0.08698905717190986,0.009,11
1104,10,16,10000,1.0,0.09019265105420758,0.01,10
1105,1,16,10000,1.0,0.05493038526769121,0.001,132
1105,2,16,10000,1.0,0.06494864840924444,0.002,69
1105,3,16,10000,1.0,0.07503469982168139,0.003,37
1105,4,16,10000,1.0,0.07600617958555034,0.004,30
1105,5,16,10000,1.0,0.08509318901835634,0.005,22
1105,6,16,10000,1.0,0.09606070358257218,0.006,16
1105,7,16,10000,1.0,0.10801118655071762,0.007,10
1105,8,16,10000,1.0,0.117294850480699,0.008,4
1105,9,16,10000,1.0,0.12129033348182067,0.009,2
1105,10,16,10000,1.0,0.123046336340051,0.01,1
1106,1,16,10000,1.0,0.059571531325854576,0.001,133
1106,2,16,10000,1.0,0.0654802729668995,0.002,90
1106,3,16,10000,1.0,0.08213480539118961,0.003,41
1106,4,16,10000,1.0,0.08637055165228458,0.004,19
1106,5,16,10000,1.0,0.09112540366202487,0.005,14
1106,6,16,10000,1.0,0.09184612674969807,0.006,11
1106,7,16,10000,1.0,0.09341892246336668,0.007,9
1106,8,16,10000,1.0,0.09965937184574927,0.008,7
1106,9,16,10000,1.0,0.10792734409237922,0.009,4
1106,10,16,10000,1.0,0.1144689967381885,0.01,2
1107,1,16,10000,1.0,0.058761002678205596,0.001,160
1107,2,16,10000,1.0,0.06364235066340859,0.002,72
1107,3,16,10000,1.0,0.06950706854238382,0.003,42
1107,4,16,10000,1.0,0.07198155289191908,0.004,29
1107,5,16,10000,1.0,0.07237672784300142,0.005,25
1107,6,16,10000,1.0,0.07814395447804309,0.006,20
1107,7,16,10000,1.0,0.07814395447804309,0.007,20
1107,8,16,10000,1.0,0.08034174834209065,0.008,17
1107,9,16,10000,1.0,0.09054144214992509,0.009,11
1107,10,16,10000,1.0,0.09413769729648702,0.01,9
1108,1,16,10000,1.0,0.05405612707144479,0.001,133
1108,2,16,10000,1.0,0.0643674698642244,0.002,81
1108,3,16,10000,1.0,0.08319153372006882,0.003,28
1108,4,16,10000,1.0,0.08843348340358788,0.004,13
1108,5,16,10000,1.0,0.09078108888269079,0.005,11
1108,6,16,10000,1.0,0.09868973397450033,0.006,7
1108,7,16,10000,1.0,0.10076272471109869,0.007,6
1108,8,16,10000,1.0,0.10481198156608718,0.008,4
1108,9,16,10000,1.0,0.11256037004167853,0.009,0
1108,10,16,10000,1.0,0.11256037004167853,0.01,0
1109,1,16,10000,1.0,0.057281747183307745,0.001,121
1109,2,16,10000,1.0,0.056084899211022374,0.002,112
1109,3,16,10000,1.0,0.08243718455602289,0.003,47
1109,4,16,10000,1.0,0.10545927013954501,0.004,2
1109,5,16,10000,1.0,0.10540428682080498,0.005,0
1109,6,16,10000,1.0,0.10540428682080498,0.006,0
1109,7,16,10000,1.0,0.10540428682080498,0.007,0
1109,8,16,10000,1.0,0.10540428682080498,0.008,0
1109,9,16,10000,1.0,0.10540428682080498,0.009,0
1109,10,16,10000,1.0,0.10540428682080498,0.01,0
1110,1,16,10000,1.0,0.055924756496447264,0.001,144
1110,2,16,10000,1.0,0.05676706428042899,0.002,105
1110,3,16,10000,1.0,0.08586731718400588,0.003,33
1110,4,16,10000,1.0,0.09227919268075059,0.004,17
1110,5,16,10000,1.0,0.09547891035962171,0.005,13
1110,6,16,10000,1.0,0.10168177969571898,0.006,7
1110,7,16,10000,1.0,0.1049968961256389,0.007,2
1110,8,16,10000,1.0,0.10533645900146098,0.008,1
1110,9,16,10000,1.0,0.10533645900146098,0.009,1
1110,10,16,10000,1.0,0.10533645900146098,0.01,1
1111,1,16,10000,1.2,0.06543463316239487,0.001,212
1111,2,16,10000,1.2,0.06844045745147047,0.002,140
1111,3,16,10000,1.2,0.07679744487921839,0.003,89
1111,4,16,10000,1.2,0.10206617075856496,0.004,52
1111,5,16,10000,1.2,0.11414306466038718,0.005,30
1111,6,16,10000,1.2,0.11550224535704028,0.006,24
1111,7,16,10000,1.2,0.11619582793914644,0.007,19
1111,8,16,10000,1.2,0.1170592818770848,0.008,16
1111,9,16,10000,1.2,0.11702666693216672,0.009,14
1111,10,16,10000,1.2,0.11703676212291526,0.01,12
1112,1,16,10000,1.2,0.11391402463540526,0.001,83
1112,2,16,10000,1.2,0.06429467000942471,0.002,121
1112,3,16,10000,1.2,0.06400117803772633,0.003,120
1112,4,16,10000,1.2,0.0639759119737643,0.004,117
1112,5,16,10000,1.2,0.0743285098587464,0.005,84
1112,6,16,10000,1.2,0.12680345759517336,0.006,18
1112,7,16,10000,1.2,0.13410786400448482,0.007,0
1112,8,16,10000,1.2,0.13410786400448482,0.008,0
1112,9,16,10000,1.2,0.13410786400448482,0.009,0
1112,10,16,10000,1.2,0.13410786400448482,0.01,0
1113,1,16,10000,1.2,0.114138474435642,0.001,108
1113,2,16,10000,1.2,0.07091544054389769,0.002,166
1113,3,16,10000,1.2,0.07803052294485723,0.003,108
1113,4,16,10000,1.2,0.08669397903575118,0.004,77
1113,5,16,10000,1.2,0.10186121582899511,0.005,57
1113,6,16,10000,1.2,0.10967351701951904,0.006,38
1113,7,16,10000,1.2,0.1147483731135348,0.007,30
1113,8,16,10000,1.2,0.11859794259768139,0.008,24
1113,9,16,10000,1.2,0.11987692204893009,0.009,18
1113,10,16,10000,1.2,0.12299856998667687,0.01,16
1114,1,16,10000,1.2,0.1499446303854526,0.001,97
1114,2,16,10000,1.2,0.08387642958196355,0.002,143
1114,3,16,10000,1.2,0.09046849728418357,0.003,92
1114,4,16,10000,1.2,0.10829348754556666,0.004,67
1114,5,16,10000,1.2,0.11106362307724664,0.005,58
1114,6,16,10000,1.2,0.12581773237842905,0.006,47
1114,7,16,10000,1.2,0.14301722756197552,0.007,31
1114,8,16,10000,1.2,0.16086682800037366,0.008,17
1114,9,16,10000,1.2,0.1756421114769586,0.009,7
1114,10,16,10000,1.2,0.18062988881805744,0.01,3
1115,1,16,10000,1.2,0.061232872525927705,0.001,224
1115,2,16,10000,1.2,0.06527729162141034,0.002,120
1115,3,16,10000,1.2,0.06527729162141034,0.003,120
1115,4,16,10000,1.2,0.06625679423815696,0.004,105
1115,5,16,10000,1.2,0.10427590369461799,0.005,44
1115,6,16,10000,1.2,0.13075610799132115,0.006,6
1115,7,16,10000,1.2,0.13213480757443194,0.007,0
1115,8,16,10000,1.2,0.13213480757443194,0.008,0
1115,9,16,10000,1.2,0.13213480757443194,0.009,0
1115,10,16,10000,1.2,0.13213480757443194,0.01,0
1116,1,16,10000,1.2,0.06048764557257299,0.001,273
1116,2,16,10000,1.2,0.06534356419398976,0.002,120
1116,3,16,10000,1.2,0.06534356419398976,0.003,120
1116,4,16,10000,1.2,0.06636692646624484,0.004,109
1116,5,16,10000,1.2,0.09635221232369709,0.005,54
1116,6,16,10000,1.2,0.13100980241652901,0.006,3
1116,7,16,10000,1.2,0.13140319141723328,0.007,0
1116,8,16,10000,1.2,0.13140319141723328,0.008,0
1116,9,16,10000,1.2,0.13140319141723328,0.009,0
1116,10,16,10000,1.2,0.13140319141723328,0.01,0
1117,1,16,10000,1.2,0.06202798596129227,0.001,211
1117,2,16,10000,1.2,0.06521685937518011,0.002,120
1117,3,16,10000,1.2,0.06498833153376492,0.003,118
1117,4,16,10000,1.2,0.06898849332130974,0.004,98
1117,5,16,10000,1.2,0.10972202920583873,0.005,37
1117,6,16,10000,1.2,0.1299951634606373,0.006,5
1117,7,16,10000,1.2,0.13171742331362177,0.007,0
1117,8,16,10000,1.2,0.13171742331362177,0.008,0
1117,9,16,10000,1.2,0.13171742331362177,0.009,0
1117,10,16,10000,1.2,0.13171742331362177,0.01,0
1118,1,16,10000,1.2,0.06004999028469209,0.001,255
1118,2,16,10000,1.2,0.060892598946338895,0.002,136
1118,3,16,10000,1.2,0.06830104711658327,0.003,102
1118,4,16,10000,1.2,0.08021733653776802,0.004,67
1118,5,16,10000,1.2,0.09264601284285032,0.005,38
1118,6,16,10000,1.2,0.10401492560947374,0.006,23
1118,7,16,10000,1.2,0.10842180158039866,0.007,19
1118,8,16,10000,1.2,0.11573271182614309,0.008,12
1118,9,16,10000,1.2,0.11876402055165382,0.009,10
1118,10,16,10000,1.2,0.12248457610201631,0.01,8
1119,1,16,10000,1.2,0.06936333001819044,0.001,276
1119,2,16,10000,1.2,0.0738851398688808,0.002,140
1119,3,16,10000,1.2,0.08142010975516742,0.003,87
1119,4,16,10000,1.2,0.09405355249670343,0.004,59
1119,5,16,10000,1.2,0.10716826804762225,0.005,36
1119,6,16,10000,1.2,0.11079720709658022,0.006,30
1119,7,16,10000,1.2,0.11616024831798832,0.007,23
1119,8,16,10000,1.2,0.12977391660134485,0.008,16
1119,9,16,10000,1.2,0.13409353762258203,0.009,12
1119,10,16,10000,1.2,0.13798128446549274,0.01,10
1120,1,16,10000,1.2,0.06453399181321956,0.001,243
1120,2,16,10000,1.2,0.06645675441915418,0.002,150
1120,3,16,10000,1.2,0.07076124634473674,0.003,108
1120,4,16,10000,1.2,0.08791196444228204,0.004,62
1120,5,16,10000,1.2,0.09982619389403992,0.005,37
1120,6,16,10000,1.2,0.10410644462355684,0.006,29
1120,7,16,10000,1.2,0.10772775601625768,0.007,23
1120,8,16,10000,1.2,0.11078337945717764,0.008,20
1120,9,16,10000,1.2,0.13608261946286448,0.009,6
1120,10,16,10000,1.2,0.14149185317195057,0.01,3
1121,1,16,10000,1.4,0.12210429622437537,0.001,123
1121,2,16,10000,1.4,0.07408896837728916,0.002,262
1121,3,16,10000,1.4,0.08559390893054561,0.003,138
1121,4,16,10000,1.4,0.0889078526078859,0.004,97
1121,5,16,10000,1.4,0.0924671258514166,0.005,78
1121,6,16,10000,1.4,0.09748279906818837,0.006,64
1121,7,16,10000,1.4,0.10198884265598646,0.007,59
1121,8,16,10000,1.4,0.11060733155416023,0.008,54
1121,9,16,10000,1.4,0.12058682615320677,0.009,50
1121,10,16,10000,1.4,0.12633133086248388,0.01,45
1122,1,16,10000,1.4,0.14122159338700396,0.001,120
1122,2,16,10000,1.4,0.1406322499707199,0.002,106
1122,3,16,10000,1.4,0.08671273756183052,0.003,193
1122,4,16,10000,1.4,0.09003614337066805,0.004,138
1122,5,16,10000,1.4,0.0900811059976553,0.005,89
1122,6,16,10000,1.4,0.09170614533417684,0.006,77
1122,7,16,10000,1.4,0.09845018092362315,0.007,65
1122,8,16,10000,1.4,0.10159540339073037,0.008,56
1122,9,16,10000,1.4,0.1091000107819704,0.009,52
1122,10,16,10000,1.4,0.1143097102983709,0.01,48
1123,1,16,10000,1.4,0.13302905607728446,0.001,111
1123,2,16,10000,1.4,0.06865443464086066,0.002,218
1123,3,16,10000,1.4,0.07562157746409019,0.003,127
1123,4,16,10000,1.4,0.07600006691941603,0.004,125
1123,5,16,10000,1.4,0.07569757896342297,0.005,115
1123,6,16,10000,1.4,0.08166712541755673,0.006,95
1123,7,16,10000,1.4,0.10256450177521124,0.007,62
1123,8,16,10000,1.4,0.1150498694373726,0.008,45
1123,9,16,10000,1.4,0.13479039662777714,0.009,22
1123,10,16,10000,1.4,0.1425063245628828,0.01,11
1124,1,16,10000,1.4,0.12473614912813245,0.001,117
1124,2,16,10000,1.4,0.06692498327419406,0.002,256
1124,3,16,10000,1.4,0.0677833935904997,0.003,167
1124,4,16,10000,1.4,0.0724143204505416,0.004,120
1124,5,16,10000,1.4,0.08038933918192448,0.005,85
1124,6,16,10000,1.4,0.0903210643148437,0.006,69
1124,7,16,10000,1.4,0.09817367568531007,0.007,55
1124,8,16,10000,1.4,0.11197877623323735,0.008,40
1124,9,16,10000,1.4,0.12010588258615555,0.009,31
1124,10,16,10000,1.4,0.1252741612376776,0.01,27
1125,1,16,10000,1.4,0.14860238513063478,0.001,145
1125,2,16,10000,1.4,0.0846809332346078,0.002,239
1125,3,16,10000,1.4,0.09046030868405507,0.003,176
1125,4,16,10000,1.4,0.09732512330031502,0.004,141
1125,5,16,10000,1.4,0.10725990720481206,0.005,112
1125,6,16,10000,1.4,0.1158838293243736,0.006,80
1125,7,16,10000,1.4,0.1244529765852429,0.007,56
1125,8,16,10000,1.4,0.1323584963515695,0.008,28
1125,9,16,10000,1.4,0.1336395902227026,0.009,21
1125,10,16,10000,1.4,0.13334748107115307,0.01,18
1126,1,16,10000,1.4,0.13293879173178638,0.001,121
1126,2,16,10000,1.4,0.07375520395223113,0.002,248
1126,3,16,10000,1.4,0.07450076591351239,0.003,181
1126,4,16,10000,1.4,0.08085805200238945,0.004,128
1126,5,16,10000,1.4,0.09154496759454173,0.005,89
1126,6,16,10000,1.4,0.09867799451667814,0.006,64
1126,7,16,10000,1.4,0.10008424930844613,0.007,53
1126,8,16,10000,1.4,0.11904464231166288,0.008,40
1126,9,16,10000,1.4,0.12397740088165868,0.009,32
1126,10,16,10000,1.4,0.1279864231004364,0.01,25
1127,1,16,10000,1.4,0.13480448053080687,0.001,118
1127,2,16,10000,1.4,0.06550732609626822,0.002,243
1127,3,16,10000,1.4,0.0745482254339765,0.003,121
1127,4,16,10000,1.4,0.07469615673662286,0.004,120
1127,5,16,10000,1.4,0.07469615673662286,0.005,120
1127,6,16,10000,1.4,0.07469615673662286,0.006,120
1127,7,16,10000,1.4,0.08064618153721836,0.007,98
1127,8,16,10000,1.4,0.10802642267532202,0.008,61
1127,9,16,10000,1.4,0.14930070587969765,0.009,17
1127,10,16,10000,1.4,0.1582562561392311,0.01,2
1128,1,16,10000,1.4,0.1269589007270673,0.001,118
1128,2,16,10000,1.4,0.07577023347857358,0.002,269
1128,3,16,10000,1.4,0.07909043112532152,0.003,174
1128,4,16,10000,1.4,0.08610285743866625,0.004,133
1128,5,16,10000,1.4,0.09555679009360665,0.005,85
1128,6,16,10000,1.4,0.10116578884051408,0.006,60
1128,7,16,10000,1.4,0.10460706539880357,0.007,51
1128,8,16,10000,1.4,0.10564689156269826,0.008,46
1128,9,16,10000,1.4,0.11592846963790945,0.009,35
1128,10,16,10000,1.4,0.12724058403177593,0.01,28
1129,1,16,10000,1.4,0.13180806427134015,0.001,142
1129,2,16,10000,1.4,0.07341601069213455,0.002,269
1129,3,16,10000,1.4,0.07585637263097662,0.003,183
1129,4,16,10000,1.4,0.07738171445242213,0.004,134
1129,5,16,10000,1.4,0.08764083129645252,0.005,87
1129,6,16,10000,1.4,0.09177183321980961,0.006,76
1129,7,16,10000,1.4,0.0996895728770037,0.007,62
1129,8,16,10000,1.4,0.10942375929975479,0.008,47
1129,9,16,10000,1.4,0.11887807749214399,0.009,36
1129,10,16,10000,1.4,0.12428662804313445,0.01,30
1130,1,16,10000,1.4,0.13272099950812155,0.001,124
1130,2,16,10000,1.4,0.06389301780778978,0.002,227
1130,3,16,10000,1.4,0.07178303654958874,0.003,120
1130,4,16,10000,1.4,0.07178303654958874,0.004,120
1130,5,16,10000,1.4,0.07178303654958874,0.005,120
1130,6,16,10000,1.4,0.07178303654958874,0.006,120
1130,7,16,10000,1.4,0.07870945403838046,0.007,99
1130,8,16,10000,1.4,0.11950919441044687,0.008,47
1130,9,16,10000,1.4,0.1524796013170306,0.009,11
1130,10,16,10000,1.4,0.15677751995490824,0.01,0
1131,1,16,10000,1.6,0.17045327106464517,0.001,145
1131,2,16,10000,1.6,0.1711006516195576,0.002,106
1131,3,16,10000,1.6,0.16286707316894408,0.003,81
1131,4,16,10000,1.6,0.08869456565295933,0.004,213
1131,5,16,10000,1.6,0.09157834920620657,0.005,177
1131,6,16,10000,1.6,0.09858850132512834,0.006,142
1131,7,16,10000,1.6,0.11967691822358222,0.007,106
1131,8,16,10000,1.6,0.13340829560222134,0.008,79
1131,9,16,10000,1.6,0.13586652653310377,0.009,57
1131,10,16,10000,1.6,0.13609402167463164,0.01,51
1132,1,16,10000,1.6,0.1534358168991605,0.001,172
1132,2,16,10000,1.6,0.152770850098938,0.002,119
1132,3,16,10000,1.6,0.1527706596337105,0.003,98
1132,4,16,10000,1.6,0.07230922613197002,0.004,141
1132,5,16,10000,1.6,0.07833087426853888,0.005,120
1132,6,16,10000,1.6,0.07833087426853888,0.006,120
1132,7,16,10000,1.6,0.07833087426853888,0.007,120
1132,8,16,10000,1.6,0.07833087426853888,0.008,120
1132,9,16,10000,1.6,0.07839064685585527,0.009,119
1132,10,16,10000,1.6,0.07999729082359922,0.01,112
1133,1,16,10000,1.6,0.2176262646050672,0.001,181
1133,2,16,10000,1.6,0.21701831123611912,0.002,143
1133,3,16,10000,1.6,0.2225106727484646,0.003,99
1133,4,16,10000,1.6,0.10161638212348402,0.004,245
1133,5,16,10000,1.6,0.10255590513168937,0.005,173
1133,6,16,10000,1.6,0.10628171815543544,0.006,123
1133,7,16,10000,1.6,0.12972009735662243,0.007,99
1133,8,16,10000,1.6,0.14770847981532476,0.008,84
1133,9,16,10000,1.6,0.15134908433917277,0.009,77
1133,10,16,10000,1.6,0.15855202062170887,0.01,65
1134,1,16,10000,1.6,0.18741443056130294,0.001,119
1134,2,16,10000,1.6,0.14851851291988152,0.002,102
1134,3,16,10000,1.6,0.08178553873651903,0.003,248
1134,4,16,10000,1.6,0.08985561635350672,0.004,187
1134,5,16,10000,1.6,0.09514408010554495,0.005,162
1134,6,16,10000,1.6,0.09896401842881049,0.006,130
1134,7,16,10000,1.6,0.10652514081692771,0.007,97
1134,8,16,10000,1.6,0.11672178020118493,0.008,80
1134,9,16,10000,1.6,0.12895370970302159,0.009,67
1134,10,16,10000,1.6,0.14839330559186606,0.01,50
1135,1,16,10000,1.6,0.15300245607234025,0.001,162
1135,2,16,10000,1.6,0.15339639058162033,0.002,114
1135,3,16,10000,1.6,0.06577829931285235,0.003,296
1135,4,16,10000,1.6,0.07706448470347496,0.004,125
1135,5,16,10000,1.6,0.07874033066973603,0.005,120
1135,6,16,10000,1.6,0.07874033066973603,0.006,120
1135,7,16,10000,1.6,0.07874033066973603,0.007,120
1135,8,16,10000,1.6,0.07874033066973603,0.008,120
1135,9,16,10000,1.6,0.07882804806392726,0.009,119
1135,10,16,10000,1.6,0.08190287737998612,0.01,109
1136,1,16,10000,1.6,0.15304103425272925,0.001,168
1136,2,16,10000,1.6,0.15234488550296685,0.002,113
1136,3,16,10000,1.6,0.1522394793606999,0.003,82
1136,4,16,10000,1.6,0.07713805156096763,0.004,135
1136,5,16,10000,1.6,0.08013111227140877,0.005,120
1136,6,16,10000,1.6,0.08013111227140877,0.006,120
1136,7,16,10000,1.6,0.08013111227140877,0.007,120
1136,8,16,10000,1.6,0.08013111227140877,0.008,120
1136,9,16,10000,1.6,0.08066035923837547,0.009,116
1136,10,16,10000,1.6,0.09055688649548047,0.01,97
1137,1,16,10000,1.6,0.15433131844325831,0.001,100
1137,2,16,10000,1.6,0.13853893725793442,0.002,123
1137,3,16,10000,1.6,0.07201500347758338,0.003,277
1137,4,16,10000,1.6,0.07398293800573257,0.004,164
1137,5,16,10000,1.6,0.07580428638950117,0.005,139
1137,6,16,10000,1.6,0.07744533629958128,0.006,131
1137,7,16,10000,1.6,0.07894734744080788,0.007,124
1137,8,16,10000,1.6,0.08888110276509133,0.008,105
1137,9,16,10000,1.6,0.09914417406209533,0.009,91
1137,10,16,10000,1.6,0.11674037146247628,0.01,65
1138,1,16,10000,1.6,0.1591817634526415,0.001,156
1138,2,16,10000,1.6,0.13805917908133636,0.002,116
1138,3,16,10000,1.6,0.0729539086926119,0.003,260
1138,4,16,10000,1.6,0.07587894610165957,0.004,173
1138,5,16,10000,1.6,0.07637720695402225,0.005,139
1138,6,16,10000,1.6,0.07683720694856447,0.006,129
1138,7,16,10000,1.6,0.07818194293223883,0.007,121
1138,8,16,10000,1.6,0.08504423938002308,0.008,104
1138,9,16,10000,1.6,0.10378904329034508,0.009,82
1138,10,16,10000,1.6,0.12506064123657729,0.01,58
1139,1,16,10000,1.6,0.1535284244079782,0.001,175
1139,2,16,10000,1.6,0.1530150949263083,0.002,117
1139,3,16,10000,1.6,0.15341810970823544,0.003,100
1139,4,16,10000,1.6,0.07430241229319208,0.004,146
1139,5,16,10000,1.6,0.07982335017056105,0.005,120
1139,6,16,10000,1.6,0.07982335017056105,0.006,120
1139,7,16,10000,1.6,0.07982335017056105,0.007,120
1139,8,16,10000,1.6,0.07982335017056105,0.008,120
1139,9,16,10000,1.6,0.07982335017056105,0.009,120
1139,10,16,10000,1.6,0.0813450622614825,0.01,113
1140,1,16,10000,1.6,0.14626008153069558,0.001,165
1140,2,16,10000,1.6,0.15314662243457366,0.002,116
1140,3,16,10000,1.6,0.14686182058896496,0.003,82
1140,4,16,10000,1.6,0.07487009620019566,0.004,227
1140,5,16,10000,1.6,0.0791798938501992,0.005,178
1140,6,16,10000,1.6,0.08528361330282734,0.006,144
1140,7,16,10000,1.6,0.09139375989318964,0.007,115
1140,8,16,10000,1.6,0.10188884561672618,0.008,84
1140,9,16,10000,1.6,0.10871191726495201,0.009,70
1140,10,16,10000,1.6,0.1129301086237103,0.01,62
1141,1,16,10000,1.8,0.15776254910278656,0.001,156
1141,2,16,10000,1.8,0.16039248554640811,0.002,142
1141,3,16,10000,1.8,0.15408078704468783,0.003,115
1141,4,16,10000,1.8,0.15166996646728853,0.004,88
1141,5,16,10000,1.8,0.06986167716474816,0.005,220
1141,6,16,10000,1.8,0.07365441168918102,0.006,170
1141,7,16,10000,1.8,0.07680078259780378,0.007,146
1141,8,16,10000,1.8,0.07929746494941074,0.008,133
1141,9,16,10000,1.8,0.08377936270983527,0.009,116
1141,10,16,10000,1.8,0.08905301519334687,0.01,105
1142,1,16,10000,1.8,0.1874063307347879,0.001,161
1142,2,16,10000,1.8,0.2191989195823714,0.002,123
1142,3,16,10000,1.8,0.1865855670383425,0.003,110
1142,4,16,10000,1.8,0.18656786581719054,0.004,82
1142,5,16,10000,1.8,0.0965096016092808,0.005,296
1142,6,16,10000,1.8,0.09625146389618941,0.006,229
1142,7,16,10000,1.8,0.09726607122884068,0.007,165
1142,8,16,10000,1.8,0.10667047939807354,0.008,135
1142,9,16,10000,1.8,0.11064954497879773,0.009,127
1142,10,16,10000,1.8,0.12108176997474082,0.01,103
1143,1,16,10000,1.8,0.1707310188473718,0.001,183
1143,2,16,10000,1.8,0.170598376408226,0.002,150
1143,3,16,10000,1.8,0.17111723898017497,0.003,114
1143,4,16,10000,1.8,0.1704002653456593,0.004,99
1143,5,16,10000,1.8,0.07461891784860487,0.005,190
1143,6,16,10000,1.8,0.084751430286748,0.006,121
1143,7,16,10000,1.8,0.08490648773931306,0.007,120
1143,8,16,10000,1.8,0.08490648773931306,0.008,120
1143,9,16,10000,1.8,0.08490648773931306,0.009,120
1143,10,16,10000,1.8,0.08490648773931306,0.01,120
1144,1,16,10000,1.8,0.19064705817140787,0.001,175
1144,2,16,10000,1.8,0.1928502320393709,0.002,130
1144,3,16,10000,1.8,0.2015349922571417,0.003,118
1144,4,16,10000,1.8,0.195027719483223,0.004,88
1144,5,16,10000,1.8,0.1767763876961913,0.005,90
1144,6,16,10000,1.8,0.09652647215493278,0.006,260
1144,7,16,10000,1.8,0.10383478002682921,0.007,210
1144,8,16,10000,1.8,0.1086353238826395,0.008,177
1144,9,16,10000,1.8,0.11084560965225541,0.009,148
1144,10,16,10000,1.8,0.11776076094922235,0.01,123
1145,1,16,10000,1.8,0.17061921970583982,0.001,179
1145,2,16,10000,1.8,0.17101195939391123,0.002,135
1145,3,16,10000,1.8,0.17087158312116082,0.003,113
1145,4,16,10000,1.8,0.1704743691564166,0.004,94
1145,5,16,10000,1.8,0.07767640548533065,0.005,153
1145,6,16,10000,1.8,0.08504576655404672,0.006,121
1145,7,16,10000,1.8,0.08560828026568808,0.007,120
1145,8,16,10000,1.8,0.08560828026568808,0.008,120
1145,9,16,10000,1.8,0.08560828026568808,0.009,120
